Base,ClimateID, WeatherID,jday,date,Hour,Srad,temperature,rain,wind,RH,CO2
BARC,BARC,FSP,186,07/05/2005,5,0.0135,19.9,0,0.18,105,379
BARC,BARC,FSP,186,07/05/2005,6,0.2286,20.5,0,0.17,105,379
BARC,BARC,FSP,186,07/05/2005,7,0.6804,22.8,0,2.07,99.8,379
BARC,BARC,FSP,186,07/05/2005,8,1.3248,24.4,0,1.59,94.2,379
BARC,BARC,FSP,186,07/05/2005,9,1.5102,25.8,0,1.23,89.8,379
BARC,BARC,FSP,186,07/05/2005,10,1.4922,26.6,0,1.71,87.5,379
BARC,BARC,FSP,186,07/05/2005,11,1.9134,27.75,0,2.18,84.5,379
BARC,BARC,FSP,186,07/05/2005,12,1.7433,28.4,0,2.63,81.875,379
BARC,BARC,FSP,186,07/05/2005,13,1.3374,28.3,0,2.32,83.6,379
BARC,BARC,FSP,186,07/05/2005,14,1.2249,28.5,0,1.08,84.5,379
BARC,BARC,FSP,186,07/05/2005,15,1.6911,29.3,0,0.81,81.9,379
BARC,BARC,FSP,186,07/05/2005,16,0.5544,27.9,0,2.97,91.9,379
BARC,BARC,FSP,186,07/05/2005,17,0.3321,25.7,0,2.77,99.6,379
BARC,BARC,FSP,186,07/05/2005,18,0.9891,25.8,0,2.99,100,379
BARC,BARC,FSP,186,07/05/2005,19,0.2385,25.7,0,1.76,101,379
BARC,BARC,FSP,186,07/05/2005,20,0.0189,25.1,0,1.49,101,379
BARC,BARC,FSP,186,07/05/2005,21,0,24,0,1.39,97,379
BARC,BARC,FSP,186,07/05/2005,22,0,23.6,0,0.45,98.9,379
BARC,BARC,FSP,186,07/05/2005,23,0,23.2,0.51,1.75,97.8,379
BARC,BARC,FSP,187,07/06/2005,0,0,21.7,1.78,0.28,103,379
BARC,BARC,FSP,187,07/06/2005,1,0,21.2,0.25,0.36,105,379
BARC,BARC,FSP,187,07/06/2005,2,0,21.1,0,0.28,105,379
BARC,BARC,FSP,187,07/06/2005,3,0,20.4,0,0.18,105,379
BARC,BARC,FSP,187,07/06/2005,4,0,20.2,0,0.51,105,379
BARC,BARC,FSP,187,07/06/2005,5,0.0153,20.2,0,0.41,106,379
BARC,BARC,FSP,187,07/06/2005,6,0.2547,20.4,0,0.41,105,379
BARC,BARC,FSP,187,07/06/2005,7,0.7614,21.6,0,0.8,104,379
BARC,BARC,FSP,187,07/06/2005,8,1.323,23.2,0,1.75,97.8,379
BARC,BARC,FSP,187,07/06/2005,9,1.746,24.6,0,2.46,92.1,379
BARC,BARC,FSP,187,07/06/2005,10,2.3112,25.6,0,3.15,87.6,379
BARC,BARC,FSP,187,07/06/2005,11,2.4534,26.5,0,2.82,83.9,379
BARC,BARC,FSP,187,07/06/2005,12,2.0844,27.3,0,2.5,79.8,379
BARC,BARC,FSP,187,07/06/2005,13,2.3373,27.8,0,3.05,79.2,379
BARC,BARC,FSP,187,07/06/2005,14,2.5965,28.5,0,3.3,77.2,379
BARC,BARC,FSP,187,07/06/2005,15,1.6884,28.5,0,3.37,75.375,379
BARC,BARC,FSP,187,07/06/2005,16,1.9188,28.8,0,2.85,75.5,379
BARC,BARC,FSP,187,07/06/2005,17,1.1601,28.7,0,2.12,75.75,379
BARC,BARC,FSP,187,07/06/2005,18,0.8829,28.6,0,2.05,75.9,379
BARC,BARC,FSP,187,07/06/2005,19,0.2808,27.8,0,1.33,77.1,379
BARC,BARC,FSP,187,07/06/2005,20,0.0243,25.8,0,0.099,87.8,379
BARC,BARC,FSP,187,07/06/2005,21,0,23.3,0,0.013,100.375,379
BARC,BARC,FSP,187,07/06/2005,22,0,22.2,0,0.0082,102,379
BARC,BARC,FSP,187,07/06/2005,23,0,21.5,0,0,103,379
BARC,BARC,FSP,188,07/07/2005,0,0,21.6,0,0.66,103,379
BARC,BARC,FSP,188,07/07/2005,1,0,22.1,0,0.48,98.2,379
BARC,BARC,FSP,188,07/07/2005,2,0,20.4,0,0.12,103,379
BARC,BARC,FSP,188,07/07/2005,3,0,19.8,0,0.0025,104,379
BARC,BARC,FSP,188,07/07/2005,4,0,19.4,0,0,105,379
BARC,BARC,FSP,188,07/07/2005,5,0.0126,18.9,0,0,105,379
BARC,BARC,FSP,188,07/07/2005,6,0.2277,19.5,0,0,105,379
BARC,BARC,FSP,188,07/07/2005,7,0.5697,21.8,0,0.49,103,379
BARC,BARC,FSP,188,07/07/2005,8,0.8919,23.8,0,1.1,97.3,379
BARC,BARC,FSP,188,07/07/2005,9,1.2591,24.8,0,1.2,93.75,379
BARC,BARC,FSP,188,07/07/2005,10,1.5642,25.8,0,0.98,89.3,379
BARC,BARC,FSP,188,07/07/2005,11,1.332,26.4,0,1.64,86.3,379
BARC,BARC,FSP,188,07/07/2005,12,1.4616,26.7,0,1.71,85.9,379
BARC,BARC,FSP,188,07/07/2005,13,1.3194,26.7,0,2.29,88.5,379
BARC,BARC,FSP,188,07/07/2005,14,1.0188,26.5,0,2.13,88.9,379
BARC,BARC,FSP,188,07/07/2005,15,0.9054,26.3,0,2.54,89.6,379
BARC,BARC,FSP,188,07/07/2005,16,0.5085,25.8,0,3.03,91.625,379
BARC,BARC,FSP,188,07/07/2005,17,0.387,24.3,0,2.78,98.75,379
BARC,BARC,FSP,188,07/07/2005,18,0.1908,23.7,0,3.06,98.7,379
BARC,BARC,FSP,188,07/07/2005,19,0.0432,22.6,0,2.34,101,379
BARC,BARC,FSP,188,07/07/2005,20,0.0009,21.9,2.03,1.54,103,379
BARC,BARC,FSP,188,07/07/2005,21,0,21.3,2.03,2.68,104,379
BARC,BARC,FSP,188,07/07/2005,22,0,20.7,1.78,2.99,104,379
BARC,BARC,FSP,188,07/07/2005,23,0,20.3,2.03,3.45,104.25,379
BARC,BARC,FSP,189,07/08/2005,0,0,20.1,1.52,4.04,104,379
BARC,BARC,FSP,189,07/08/2005,1,0,20,4.06,4.18,104,379
BARC,BARC,FSP,189,07/08/2005,2,0,19.7,8.13,4.59,104,379
BARC,BARC,FSP,189,07/08/2005,3,0,19.5,4.83,3.95,104,379
BARC,BARC,FSP,189,07/08/2005,4,0,19.4,1.27,4.69,104,379
BARC,BARC,FSP,189,07/08/2005,5,0,19.6,0,5.23,104,379
BARC,BARC,FSP,189,07/08/2005,6,0.0207,19.3,16.5,5.13,104,379
BARC,BARC,FSP,189,07/08/2005,7,0.0909,18.3,10.7,5.57,104,379
BARC,BARC,FSP,189,07/08/2005,8,0.3132,18.3,1.27,5.07,103,379
BARC,BARC,FSP,189,07/08/2005,9,0.5499,19,0,4.7,101,379
BARC,BARC,FSP,189,07/08/2005,10,0.774,19.9,0,3.93,98,379
BARC,BARC,FSP,189,07/08/2005,11,1.5084,21.2,0,3.63,94,379
BARC,BARC,FSP,189,07/08/2005,12,2.2851,22.9,0,3.85,87.4,379
BARC,BARC,FSP,189,07/08/2005,13,3.2499,24.4,0,4.19,82.9,379
BARC,BARC,FSP,189,07/08/2005,14,2.9376,25.2,0,4.13,79.7,379
BARC,BARC,FSP,189,07/08/2005,15,2.9079,25.6,0,3.83,78.25,379
BARC,BARC,FSP,189,07/08/2005,16,2.2716,25.9,0,3.76,75.6,379
BARC,BARC,FSP,189,07/08/2005,17,1.5156,25.6,0,3.19,77.7,379
BARC,BARC,FSP,189,07/08/2005,18,0.8622,25.4,0,2.44,78.8,379
BARC,BARC,FSP,189,07/08/2005,19,0.4032,24.7,0,1.85,78,379
BARC,BARC,FSP,189,07/08/2005,20,0.0207,22.5625,0,0.25,90.7,379
BARC,BARC,FSP,189,07/08/2005,21,0,20.2,0,0.021,101,379
BARC,BARC,FSP,189,07/08/2005,22,0,19.3,0,0.01,103.625,379
BARC,BARC,FSP,189,07/08/2005,23,0,18.8,0,0,104,379
BARC,BARC,FSP,190,07/09/2005,0,0,18.7,0,0.19,105,379
BARC,BARC,FSP,190,07/09/2005,1,0,18.2,0,0.064,105,379
BARC,BARC,FSP,190,07/09/2005,2,0,17.8,0,0.21,105,379
BARC,BARC,FSP,190,07/09/2005,3,0,17.4,0,0.12,105,379
BARC,BARC,FSP,190,07/09/2005,4,0,17,0,0.31,105,379
BARC,BARC,FSP,190,07/09/2005,5,0.0126,16.7,0,0,105,379
BARC,BARC,FSP,190,07/09/2005,6,0.243,17.3,0,0.11,106,379
BARC,BARC,FSP,190,07/09/2005,7,0.7857,19.6,0,0.16,105,379
BARC,BARC,FSP,190,07/09/2005,8,1.2789,22.4,0,1.77,94,379
BARC,BARC,FSP,190,07/09/2005,9,2.1132,24.4,0,2.74,81,379
BARC,BARC,FSP,190,07/09/2005,10,2.6235,25.8,0,2.73,71.1,379
BARC,BARC,FSP,190,07/09/2005,11,2.9835,26.7,0,2.88,69,379
BARC,BARC,FSP,190,07/09/2005,12,3.1959,27.4,0,2.87,66.3,379
BARC,BARC,FSP,190,07/09/2005,13,3.2472,27.9,0,3.76,64.9,379
BARC,BARC,FSP,190,07/09/2005,14,3.033,28.6,0,3.11,61.5,379
BARC,BARC,FSP,190,07/09/2005,15,2.7279,28.9,0,3.69,58.4,379
BARC,BARC,FSP,190,07/09/2005,16,2.2014,29.1,0,3.3,55.6,379
BARC,BARC,FSP,190,07/09/2005,17,1.62,29.1,0,2.87,56.4,379
BARC,BARC,FSP,190,07/09/2005,18,0.6624,28.4,0,2.4,59.3,379
BARC,BARC,FSP,190,07/09/2005,19,0.3951,27.8,0,1.09,64.6,379
BARC,BARC,FSP,190,07/09/2005,20,0.0243,24.5,0,0.014,85.6,379
BARC,BARC,FSP,190,07/09/2005,21,0,21.8,0,0,96.6,379
BARC,BARC,FSP,190,07/09/2005,22,0,20.5,0,0,101,379
BARC,BARC,FSP,190,07/09/2005,23,0,19.5625,0,0.027,103,379
BARC,BARC,FSP,191,07/10/2005,0,0,18.9,0,0,104,379
BARC,BARC,FSP,191,07/10/2005,1,0,18.4,0,0,104,379
BARC,BARC,FSP,191,07/10/2005,2,0,17.9,0,0.023,105,379
BARC,BARC,FSP,191,07/10/2005,3,0,17.5,0,0.026,105,379
BARC,BARC,FSP,191,07/10/2005,4,0,17.1,0,0,105,379
BARC,BARC,FSP,191,07/10/2005,5,0.0144,16.7,0,0,105,379
BARC,BARC,FSP,191,07/10/2005,6,0.2673,17.3,0,0,105,379
BARC,BARC,FSP,191,07/10/2005,7,0.7632,20.2,0,0,104,379
BARC,BARC,FSP,191,07/10/2005,8,1.4094,24.2,0,1.21,81,379
BARC,BARC,FSP,191,07/10/2005,9,2.115,26.4,0,1.6,65.6,379
BARC,BARC,FSP,191,07/10/2005,10,2.6091,27.8,0,1.36,60.5,379
BARC,BARC,FSP,191,07/10/2005,11,2.9988,28.6,0,1.51,58.5,379
BARC,BARC,FSP,191,07/10/2005,12,3.2184,29.2,0,2.15,52.4,379
BARC,BARC,FSP,191,07/10/2005,13,3.276,29.5,0,2.19,51.3,379
BARC,BARC,FSP,191,07/10/2005,14,3.1347,29.9,0,2.28,50.8,379
BARC,BARC,FSP,191,07/10/2005,15,2.6298,30.3,0,1.92,50.4,379
BARC,BARC,FSP,191,07/10/2005,16,2.3067,30.4,0,1.63,52,379
BARC,BARC,FSP,191,07/10/2005,17,1.7631,30.4,0,1.64,52.9,379
BARC,BARC,FSP,191,07/10/2005,18,1.1007,29.6,0,2.08,51.9,379
BARC,BARC,FSP,191,07/10/2005,19,0.4194,28.2,0,1.57,54.8,379
BARC,BARC,FSP,191,07/10/2005,20,0.0207,23.9,0,0.059,82.4,379
BARC,BARC,FSP,191,07/10/2005,21,0,21.1,0,0.063,94.3,379
BARC,BARC,FSP,191,07/10/2005,22,0,19.8,0,0,99.8,379
BARC,BARC,FSP,191,07/10/2005,23,0,18.7,0,0.019,102,379
BARC,BARC,FSP,192,07/11/2005,0,0,17.9,0,0,104,379
BARC,BARC,FSP,192,07/11/2005,1,0,17.6,0,0,104,379
BARC,BARC,FSP,192,07/11/2005,2,0,17.2,0,0,105,379
BARC,BARC,FSP,192,07/11/2005,3,0,16.9,0,0,105,379
BARC,BARC,FSP,192,07/11/2005,4,0,16.7,0,0,105,379
BARC,BARC,FSP,192,07/11/2005,5,0.0189,16.5,0,0,105,379
BARC,BARC,FSP,192,07/11/2005,6,0.2484,17.3,0,0,105,379
BARC,BARC,FSP,192,07/11/2005,7,0.603,19.8,0,0.016,104,379
BARC,BARC,FSP,192,07/11/2005,8,1.071,23.4,0,0.4,93.5,379
BARC,BARC,FSP,192,07/11/2005,9,1.7766,26.7,0,0.97,80.5,379
BARC,BARC,FSP,192,07/11/2005,10,2.3958,28.5,0,2.51,73.1,379
BARC,BARC,FSP,192,07/11/2005,11,2.3805,29.3,0,2.07,69.8,379
BARC,BARC,FSP,192,07/11/2005,12,2.5146,29.9,0,1.98,67.9,379
BARC,BARC,FSP,192,07/11/2005,13,2.8746,30.6,0,1.69,66.5,379
BARC,BARC,FSP,192,07/11/2005,14,2.6073,30.9,0,2.28,65.3,379
BARC,BARC,FSP,192,07/11/2005,15,2.4966,31.3,0,2.04,64.7,379
BARC,BARC,FSP,192,07/11/2005,16,2.0826,31.4,0,2.22,64.1,379
BARC,BARC,FSP,192,07/11/2005,17,1.6389,31.4,0,2.07,63.9,379
BARC,BARC,FSP,192,07/11/2005,18,0.8055,30.6,0,1.58,67.6,379
BARC,BARC,FSP,192,07/11/2005,19,0.3339,29.4,0,0.93,74.9,379
BARC,BARC,FSP,192,07/11/2005,20,0.0189,26.6,0,0.0025,90.6,379
BARC,BARC,FSP,192,07/11/2005,21,0,24.2,0,0,98.875,379
BARC,BARC,FSP,192,07/11/2005,22,0,23,0,0,102,379
BARC,BARC,FSP,192,07/11/2005,23,0,21.9,0,0.0052,103,379
BARC,BARC,FSP,193,07/12/2005,0,0,21.1,0,0,104,379
BARC,BARC,FSP,193,07/12/2005,1,0,20.3,0,0,105,379
BARC,BARC,FSP,193,07/12/2005,2,0,19.9,0,0,105,379
BARC,BARC,FSP,193,07/12/2005,3,0,19.2,0,0.005,105,379
BARC,BARC,FSP,193,07/12/2005,4,0,18.7,0,0,105,379
BARC,BARC,FSP,193,07/12/2005,5,0.0198,18.1,0,0,106,379
BARC,BARC,FSP,193,07/12/2005,6,0.2961,18.8,0,0,106,379
BARC,BARC,FSP,193,07/12/2005,7,0.6309,21.1,0,0.0052,106,379
BARC,BARC,FSP,193,07/12/2005,8,1.4211,25.7,0,0.013,98.8,379
BARC,BARC,FSP,193,07/12/2005,9,2.0727,29.3,0,0.31,84.6,379
BARC,BARC,FSP,193,07/12/2005,10,2.6118,30.7,0,0.24,68.2,379
BARC,BARC,FSP,193,07/12/2005,11,2.9898,32.1,0,1.09,60.2,379
BARC,BARC,FSP,193,07/12/2005,12,2.8053,32.3,0,0.92,61,379
BARC,BARC,FSP,193,07/12/2005,13,2.8593,32.6,0,1.55,58.6,379
BARC,BARC,FSP,193,07/12/2005,14,2.871,32.8,0,2.42,61.9,379
BARC,BARC,FSP,193,07/12/2005,15,1.7532,31.7,0,2.58,68,379
BARC,BARC,FSP,193,07/12/2005,16,1.6029,31.6,0,2.61,70.2,379
BARC,BARC,FSP,193,07/12/2005,17,1.4904,31.5,0,2.55,69,379
BARC,BARC,FSP,193,07/12/2005,18,0.7677,30.2,0,1.79,68.3,379
BARC,BARC,FSP,193,07/12/2005,19,0.207,28.6,0,0.85,76.8,379
BARC,BARC,FSP,193,07/12/2005,20,0.0135,27,0,0.14,84.5,379
BARC,BARC,FSP,193,07/12/2005,21,0,24.6,0,0.052,97.2,379
BARC,BARC,FSP,193,07/12/2005,22,0,23.6,0,0.16,100,379
BARC,BARC,FSP,193,07/12/2005,23,0,23.4,0,0,101,379
BARC,BARC,FSP,194,07/13/2005,0,0,23,0,0.17,102,379
BARC,BARC,FSP,194,07/13/2005,1,0,23,0,0,103,379
BARC,BARC,FSP,194,07/13/2005,2,0,23.1,0,0.35,103,379
BARC,BARC,FSP,194,07/13/2005,3,0,23.7,0,0.85,103,379
BARC,BARC,FSP,194,07/13/2005,4,0,23.6,0,0.61,103.875,379
BARC,BARC,FSP,194,07/13/2005,5,0.0027,23.5,0,1.39,105,379
BARC,BARC,FSP,194,07/13/2005,6,0.0711,23.5,0,0.81,106,379
BARC,BARC,FSP,194,07/13/2005,7,0.2808,23.9,0,1.36,106,379
BARC,BARC,FSP,194,07/13/2005,8,0.4167,24.5,0,1.91,104,379
BARC,BARC,FSP,194,07/13/2005,9,0.7965,25.2,0,2.06,101,379
BARC,BARC,FSP,194,07/13/2005,10,0.954,25.9,0,1.99,100,379
BARC,BARC,FSP,194,07/13/2005,11,1.7127,27,0,2.16,96.7,379
BARC,BARC,FSP,194,07/13/2005,12,1.2474,27.2,0,2.44,96.2,379
BARC,BARC,FSP,194,07/13/2005,13,2.0358,27.8,0,2.22,94,379
BARC,BARC,FSP,194,07/13/2005,14,1.9242,28.8,0,2.46,91.5,379
BARC,BARC,FSP,194,07/13/2005,15,1.521,29.3,0,2.16,88.9,379
BARC,BARC,FSP,194,07/13/2005,16,0.8577,29,0,2.16,87.4,379
BARC,BARC,FSP,194,07/13/2005,17,0.657,29,0,1.38,87.4,379
BARC,BARC,FSP,194,07/13/2005,18,0.3663,28.5,0,1.05,91.1,379
BARC,BARC,FSP,194,07/13/2005,19,0.1251,27.9,0,2.41,92.2,379
BARC,BARC,FSP,194,07/13/2005,20,0.0144,25.6,0,2.4,94.3,379
BARC,BARC,FSP,194,07/13/2005,21,0,23.1,0,0.96,101,379
BARC,BARC,FSP,194,07/13/2005,22,0,22.7,0,0.61,103,379
BARC,BARC,FSP,194,07/13/2005,23,0,22.6,0,0.6,104,379
BARC,BARC,FSP,195,07/14/2005,0,0,22.6,0,0.6,104,379
BARC,BARC,FSP,195,07/14/2005,1,0,22.6,0,0.2,104,379
BARC,BARC,FSP,195,07/14/2005,2,0,22.1,0,0.36,104,379
BARC,BARC,FSP,195,07/14/2005,3,0,21.5,0,0,105,379
BARC,BARC,FSP,195,07/14/2005,4,0,21.2,0,0,105,379
BARC,BARC,FSP,195,07/14/2005,5,0.0045,21.4,0,0.045,105,379
BARC,BARC,FSP,195,07/14/2005,6,0.1638,22.6,0,0.36,106,379
BARC,BARC,FSP,195,07/14/2005,7,0.3528,23.7,0,1.54,105.375,379
BARC,BARC,FSP,195,07/14/2005,8,0.5787,24.5,0,1.62,104.125,379
BARC,BARC,FSP,195,07/14/2005,9,0.3573,24.8,0,1.68,103.375,379
BARC,BARC,FSP,195,07/14/2005,10,0.6867,24.3,2.79,2.28,102,379
BARC,BARC,FSP,195,07/14/2005,11,2.0817,25.4,0,2.63,97.75,379
BARC,BARC,FSP,195,07/14/2005,12,2.2392,27.1,0,2.65,92.1,379
BARC,BARC,FSP,195,07/14/2005,13,1.7262,27.9,0,2.2,90.375,379
BARC,BARC,FSP,195,07/14/2005,14,1.8054,28.9,0,2.17,83.9,379
BARC,BARC,FSP,195,07/14/2005,15,1.8324,29.3,0,2.15,80.75,379
BARC,BARC,FSP,195,07/14/2005,16,0.8271,28.375,0,2.39,91,379
BARC,BARC,FSP,195,07/14/2005,17,0.2295,25.6,16.3,3.03,98.6,379
BARC,BARC,FSP,195,07/14/2005,18,0.1197,22.6,14,4.1,102,379
BARC,BARC,FSP,195,07/14/2005,19,0.4077,23.1,0,0.78,101,379
BARC,BARC,FSP,195,07/14/2005,20,0.0117,22.9,0,0.46,103,379
BARC,BARC,FSP,195,07/14/2005,21,0,22.7,0,0.027,104,379
BARC,BARC,FSP,195,07/14/2005,22,0,22.6,0,0.053,105,379
BARC,BARC,FSP,195,07/14/2005,23,0,22.8,0,0.21,105,379
BARC,BARC,FSP,196,07/15/2005,0,0,23,0,0,105,379
BARC,BARC,FSP,196,07/15/2005,1,0,23,0,0,105,379
BARC,BARC,FSP,196,07/15/2005,2,0,23.4,1.02,0.45,105,379
BARC,BARC,FSP,196,07/15/2005,3,0,23.6,0,0.58,105,379
BARC,BARC,FSP,196,07/15/2005,4,0,22.9,0,0.53,105,379
BARC,BARC,FSP,196,07/15/2005,5,0.0018,22.7,0,0.093,104,379
BARC,BARC,FSP,196,07/15/2005,6,0.0351,22.7,0,0.036,104,379
BARC,BARC,FSP,196,07/15/2005,7,0.2133,23.2,0,0.056,105,379
BARC,BARC,FSP,196,07/15/2005,8,0.2853,23.9,0,0,104,379
BARC,BARC,FSP,196,07/15/2005,9,0.8919,24.7,0,0.37,103,379
BARC,BARC,FSP,196,07/15/2005,10,2.1294,26.6,0,1.3,98.2,379
BARC,BARC,FSP,196,07/15/2005,11,2.439,27.625,0,2.11,93.4,379
BARC,BARC,FSP,196,07/15/2005,12,2.8152,28.4,0,2.59,89.6,379
BARC,BARC,FSP,196,07/15/2005,13,1.7334,28.8,0,2.49,87.3,379
BARC,BARC,FSP,196,07/15/2005,14,1.0116,28.7,0,2.37,86.5,379
BARC,BARC,FSP,196,07/15/2005,15,0.3366,27,0.76,0.8,95.4,379
BARC,BARC,FSP,196,07/15/2005,16,0.1107,25.2,0.51,1.55,103,379
BARC,BARC,FSP,196,07/15/2005,17,0.0954,24.1,1.02,0.45,103,379
BARC,BARC,FSP,196,07/15/2005,18,0.1422,24.1,1.02,0.44,104,379
BARC,BARC,FSP,196,07/15/2005,19,0.0639,24.2,0,0.025,104,379
BARC,BARC,FSP,196,07/15/2005,20,0.0072,24.1,0,0.013,104,379
BARC,BARC,FSP,196,07/15/2005,21,0,23.7,0,0,104.625,379
BARC,BARC,FSP,196,07/15/2005,22,0,23.3,0,0,105,379
BARC,BARC,FSP,196,07/15/2005,23,0,23.3,0,0.039,105,379
BARC,BARC,FSP,197,07/16/2005,0,0,23,0,0,105.5,379
BARC,BARC,FSP,197,07/16/2005,1,0,22.8,0,0,106,379
BARC,BARC,FSP,197,07/16/2005,2,0,22.7,0,0,106,379
BARC,BARC,FSP,197,07/16/2005,3,0,22.8,0,0,106,379
BARC,BARC,FSP,197,07/16/2005,4,0,23,0,0.024,106,379
BARC,BARC,FSP,197,07/16/2005,5,0.0045,23.1,0,0,106,379
BARC,BARC,FSP,197,07/16/2005,6,0.099,23.4,0,0,106,379
BARC,BARC,FSP,197,07/16/2005,7,0.4338,24.3,0,0.15,106,379
BARC,BARC,FSP,197,07/16/2005,8,0.7596,25.3,0,0.52,106,379
BARC,BARC,FSP,197,07/16/2005,9,1.1664,26.5,0,1.09,103,379
BARC,BARC,FSP,197,07/16/2005,10,1.5291,27.8,0,1.43,98.3,379
BARC,BARC,FSP,197,07/16/2005,11,2.0196,29.1,0,1.34,92.2,379
BARC,BARC,FSP,197,07/16/2005,12,1.7172,28.8,0,2.55,91.7,379
BARC,BARC,FSP,197,07/16/2005,13,2.1555,27.8,0,3.3,94.7,379
BARC,BARC,FSP,197,07/16/2005,14,0.3789,26.1,3.56,2.4,98.1,379
BARC,BARC,FSP,197,07/16/2005,15,0.7866,25.4,1.52,1.31,103,379
BARC,BARC,FSP,197,07/16/2005,16,0.3519,25.8,0.51,1.57,102,379
BARC,BARC,FSP,197,07/16/2005,17,0.7326,25.6,0.51,1.66,103,379
BARC,BARC,FSP,197,07/16/2005,18,0.8262,26.4,0,1.83,101,379
BARC,BARC,FSP,197,07/16/2005,19,0.2781,25.8,1.52,1.89,97.2,379
BARC,BARC,FSP,197,07/16/2005,20,0.0054,23.9,5.59,2.09,103,379
BARC,BARC,FSP,197,07/16/2005,21,0,22.9,9.4,3.33,102,379
BARC,BARC,FSP,197,07/16/2005,22,0,22.3,4.83,1.01,105,379
BARC,BARC,FSP,197,07/16/2005,23,0,22.4,0,1.34,105,379
BARC,BARC,FSP,198,07/17/2005,0,0,22.2,0,0.52,105,379
BARC,BARC,FSP,198,07/17/2005,1,0,22,0,0,105.5,379
BARC,BARC,FSP,198,07/17/2005,2,0,22,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,3,0,21.9,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,4,0,21.6,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,5,0.0036,21.4,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,6,0.2151,21.7,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,7,0.5409,23.4,0,0,106,379
BARC,BARC,FSP,198,07/17/2005,8,0.7056,24.2,0,0.026,106,379
BARC,BARC,FSP,198,07/17/2005,9,0.8937,25.1,0,0.59,104.375,379
BARC,BARC,FSP,198,07/17/2005,10,1.0638,26.2,0,0.8,99.875,379
BARC,BARC,FSP,198,07/17/2005,11,1.3644,27.3,0,0.52,95.8,379
BARC,BARC,FSP,198,07/17/2005,12,2.3724,28.4,0,0.61,92.5,379
BARC,BARC,FSP,198,07/17/2005,13,3.2688,30,0,0.48,84.7,379
BARC,BARC,FSP,198,07/17/2005,14,2.5335,30.8,0,0.64,83.6,379
BARC,BARC,FSP,198,07/17/2005,15,2.7513,31.6,0,0.88,80.2,379
BARC,BARC,FSP,198,07/17/2005,16,0.8928,30.9,0,0.93,82.2,379
BARC,BARC,FSP,198,07/17/2005,17,0.5544,29.4,0,1.86,91.2,379
BARC,BARC,FSP,198,07/17/2005,18,0.2988,29.1,0,0.31,93.625,379
BARC,BARC,FSP,198,07/17/2005,19,0.153,28.6,0,0.072,95.2,379
BARC,BARC,FSP,198,07/17/2005,20,0.0126,28,0,0.91,92.8,379
BARC,BARC,FSP,198,07/17/2005,21,0,26.5,0,0.043,99,379
BARC,BARC,FSP,198,07/17/2005,22,0,26.4,0,0.096,97.6,379
BARC,BARC,FSP,198,07/17/2005,23,0,25.4,0,0.15,101,379
BARC,BARC,FSP,199,07/18/2005,0,0,24.7,0,0.016,102,379
BARC,BARC,FSP,199,07/18/2005,1,0,23.9,0,0.045,104,379
BARC,BARC,FSP,199,07/18/2005,2,0,23.8,0,0,104,379
BARC,BARC,FSP,199,07/18/2005,3,0,23.5,0,0.019,104.75,379
BARC,BARC,FSP,199,07/18/2005,4,0,23.8,0,0,105,379
BARC,BARC,FSP,199,07/18/2005,5,0.0036,23.6,0,0,105,379
BARC,BARC,FSP,199,07/18/2005,6,0.1629,23.8,0,0,105,379
BARC,BARC,FSP,199,07/18/2005,7,0.7344,25.5,0,0.81,102.5,379
BARC,BARC,FSP,199,07/18/2005,8,1.1889,27.5,0,1.93,89.6,379
BARC,BARC,FSP,199,07/18/2005,9,1.9161,28.4,0,2.93,86.2,379
BARC,BARC,FSP,199,07/18/2005,10,2.4372,29.5,0,2.43,83.5,379
BARC,BARC,FSP,199,07/18/2005,11,2.2383,29.8,0,2.32,82,379
BARC,BARC,FSP,199,07/18/2005,12,2.6721,30.6,0,1.85,79.8,379
BARC,BARC,FSP,199,07/18/2005,13,2.9457,31.2,0,2.24,77.9,379
BARC,BARC,FSP,199,07/18/2005,14,2.3346,31.3,0,2.05,77.6,379
BARC,BARC,FSP,199,07/18/2005,15,2.5362,31.7,0,2.31,76.5,379
BARC,BARC,FSP,199,07/18/2005,16,1.8549,31.5,0,2.56,75.8,379
BARC,BARC,FSP,199,07/18/2005,17,1.1493,31.3,0,2.1,75.8,379
BARC,BARC,FSP,199,07/18/2005,18,0.3366,30,0,1.37,82.1,379
BARC,BARC,FSP,199,07/18/2005,19,0.2988,28.8,0,0.91,86,379
BARC,BARC,FSP,199,07/18/2005,20,0.0144,27,0,0,97.25,379
BARC,BARC,FSP,199,07/18/2005,21,0,25.5,0,0.0025,102,379
BARC,BARC,FSP,199,07/18/2005,22,0,24.8,0,0.034,103,379
BARC,BARC,FSP,199,07/18/2005,23,0,24.4,0,0,104,379
BARC,BARC,FSP,200,07/19/2005,0,0,24.1,0,0,104,379
BARC,BARC,FSP,200,07/19/2005,1,0,23.9,0,0,105,379
BARC,BARC,FSP,200,07/19/2005,2,0,23.6,0,0,105,379
BARC,BARC,FSP,200,07/19/2005,3,0,23.2,0,0,105,379
